Record ID,User ID,User Name,Age,Gender,City,Height (cm),Weight (kg),Workout Type,Workout Duration (Minutes),Calories Burned,Steps,Heart Rate (BPM),Resting Heart Rate (BPM),Sleep Hours,Water Intake (Liters),Daily Calories Intake,Workout Frequency,Fitness Level,Activity Date,Age Group,BMI,BMI Category,Sleep Category,Fitness Level Numeric,Fitness Score,Fitness Score Category,User Fitness Rank,Year,Month,Month Name,Day,Day of Week,Is Weekend,Year-Month
R0221,U023,User_023,34,Male,Lahore,169.5,84.2,Cardio,46,395,6817,120,76,7.6,2.0,2711,1,Beginner,2025-09-28,26-35,29.307089217810496,Overweight,6-8 hours,1,27.62,Moderate,73,2025,9,September,28,Sunday,True,2025-09
R0070,U005,User_005,32,Male,Gujranwala,174.6,73.7,Cardio,49,412,8739,129,69,7.0,2.2,2432,4,Intermediate,2025-12-04,26-35,24.175697290091314,Normal Weight,6-8 hours,2,41.28,Moderate,59,2025,12,December,4,Thursday,False,2025-12
R0363,U012,User_012,38,Female,Rawalpindi,168.3,80.8,Running,47,570,10533,145,78,5.9,2.6,2348,2,Beginner,2026-01-27,36-45,28.52614785088309,Overweight,Less than 6 hours,1,39.61,Moderate,93,2026,1,January,27,Tuesday,False,2026-01
R0484,U063,User_063,43,Female,Peshawar,163.0,78.2,Running,51,502,10611,132,69,7.6,3.5,2809,3,Intermediate,2026-07-05,36-45,29.43279762128797,Overweight,6-8 hours,2,45.15,Moderate,54,2026,7,July,5,Sunday,True,2026-07
R0174,U024,User_024,31,Male,Faisalabad,158.7,81.4,Running,50,437,10585,137,73,6.6,3.5,2675,3,Beginner,2026-07-20,26-35,32.319940410606186,Obese,6-8 hours,1,41.54,Moderate,81,2026,7,July,20,Monday,False,2026-07
R0353,U020,User_020,18,Male,Multan,172.5,61.6,Running,47,584,7614,125,66,5.9,4.1,2558,4,Intermediate,2025-11-22,18-25,20.70153329132535,Normal Weight,Less than 6 hours,2,41.26,Moderate,5,2025,11,November,22,Saturday,True,2025-11
R0232,U017,User_017,26,Male,Faisalabad,170.9,63.2,Running,79,791,10622,160,73,7.2,4.1,2409,4,Intermediate,2025-09-23,26-35,21.638789035844724,Normal Weight,6-8 hours,2,61.68,Good,13,2025,9,September,23,Tuesday,False,2025-09
R0212,U011,User_011,44,Male,Gujranwala,173.3,69.7,Weight Training,52,392,7589,135,69,6.9,2.9,2292,6,Advanced,2026-01-26,36-45,23.207889750203858,Normal Weight,6-8 hours,3,45.85,Moderate,31,2026,1,January,26,Monday,False,2026-01
R0193,U051,User_051,23,Female,Sialkot,169.6,89.4,Weight Training,60,499,6821,131,77,7.8,2.8,2718,3,Beginner,2026-04-23,18-25,31.08034442862229,Obese,6-8 hours,1,40.53,Moderate,45,2026,4,April,23,Thursday,False,2026-04
R0447,U084,User_084,41,Male,Karachi,176.0,59.6,Running,47,449,8905,128,68,7.2,2.8,2484,5,Intermediate,2025-12-06,36-45,19.240702479338843,Normal Weight,6-8 hours,2,45.73,Moderate,60,2025,12,December,6,Saturday,True,2025-12
R0325,U074,User_074,37,Female,Islamabad,172.6,68.8,HIIT,40,420,7790,137,67,6.5,2.5,2732,4,Beginner,2026-04-28,36-45,23.094409138941067,Normal Weight,6-8 hours,1,36.8,Moderate,37,2026,4,April,28,Tuesday,False,2026-04
R0223,U044,User_044,42,Female,Faisalabad,169.7,70.0,Weight Training,69,427,9228,130,66,5.8,3.4,2498,5,Advanced,2025-08-19,36-45,24.307167593406373,Normal Weight,Less than 6 hours,3,48.53,Moderate,50,2025,8,August,19,Tuesday,False,2025-08
R0155,U053,User_053,35,Female,Lahore,162.6,81.4,Weight Training,62,405,9245,126,85,7.6,2.8,2535,3,Beginner,2025-10-05,26-35,30.788130759536383,Obese,6-8 hours,1,42.73,Moderate,25,2025,10,October,5,Sunday,True,2025-10
R0423,U034,User_034,33,Female,Quetta,195.0,69.0,Weight Training,54,434,8055,140,79,5.7,2.8,2414,2,Beginner,2026-05-25,26-35,18.14595660749507,Underweight,Less than 6 hours,1,32.89,Moderate,56,2026,5,May,25,Monday,False,2026-05
R0177,U066,User_066,48,Male,Faisalabad,168.0,75.7,Yoga,56,209,8627,143,71,6.4,2.6,3023,3,Intermediate,2025-08-05,46-55,26.82114512471656,Overweight,6-8 hours,2,33.21,Moderate,78,2025,8,August,5,Tuesday,False,2025-08
R0361,U090,User_090,39,Male,Multan,157.8,66.0,Cycling,72,601,6465,147,75,6.0,4.1,2326,2,Beginner,2026-05-20,36-45,26.505129947423455,Overweight,Less than 6 hours,1,38.89,Moderate,65,2026,5,May,20,Wednesday,False,2026-05
R0416,U090,User_090,39,Male,Multan,157.8,66.0,Cardio,54,514,8820,129,74,7.8,3.2,2464,3,Beginner,2025-12-12,36-45,26.505129947423455,Overweight,6-8 hours,1,43.19,Moderate,65,2025,12,December,12,Friday,False,2025-12
R0205,U047,User_047,49,Male,Multan,175.2,59.7,Running,62,751,9634,138,68,8.7,4.0,2244,4,Advanced,2026-06-03,46-55,19.449396384562462,Normal Weight,More than 8 hours,3,57.41,Good,39,2026,6,June,3,Wednesday,False,2026-06
R0341,U068,User_068,36,Female,Gujranwala,176.8,64.4,Swimming,34,325,9724,128,68,6.6,3.3,2073,6,Professional,2025-11-01,36-45,20.602567514997645,Normal Weight,6-8 hours,4,43.39,Moderate,94,2025,11,November,1,Saturday,True,2025-11
R0279,U072,User_072,19,Male,Sialkot,163.1,50.9,Cycling,46,444,9897,137,67,7.9,2.8,2204,4,Intermediate,2026-08-09,18-25,19.134180224430025,Normal Weight,6-8 hours,2,45.04,Moderate,57,2026,8,August,9,Sunday,True,2026-08
R0456,U001,User_001,35,Male,Multan,169.1,75.0,HIIT,24,301,6757,118,66,7.1,2.5,2244,3,Beginner,2026-05-02,26-35,26.22853587766452,Overweight,6-8 hours,1,25.83,Moderate,42,2026,5,May,2,Saturday,True,2026-05
R0365,U013,User_013,28,Female,Gujranwala,161.4,76.2,Weight Training,48,339,5298,107,70,6.7,3.1,1889,1,Beginner,2026-03-10,26-35,29.251484455254438,Overweight,6-8 hours,1,22.35,Low,95,2026,3,March,10,Tuesday,False,2026-03
R0087,U048,User_048,19,Male,Lahore,154.5,103.4,Cycling,55,477,9812,129,62,5.1,3.0,2468,5,Intermediate,2025-10-05,18-25,43.31751866863565,Obese,Less than 6 hours,2,46.44,Moderate,19,2025,10,October,5,Sunday,True,2025-10
R0518,U034,User_034,33,Female,Quetta,195.0,69.0,Yoga,68,264,14127,143,70,6.2,3.1,2346,2,Beginner,2026-06-23,26-35,18.14595660749507,Underweight,6-8 hours,1,43.85,Moderate,56,2026,6,June,23,Tuesday,False,2026-06
R0196,U005,User_005,32,Male,Gujranwala,174.6,73.7,Weight Training,54,401,7955,156,80,8.2,2.7,2294,3,Beginner,2025-11-21,26-35,24.175697290091314,Normal Weight,More than 8 hours,1,39.4,Moderate,59,2025,11,November,21,Friday,False,2025-11
R0407,U009,User_009,25,Female,Faisalabad,167.0,104.0,Running,45,391,9580,129,69,7.6,2.8,2133,3,Beginner,2026-04-30,18-25,37.29068808490803,Obese,6-8 hours,1,39.04,Moderate,68,2026,4,April,30,Thursday,False,2026-04
R0020,U081,User_081,55,Female,Peshawar,180.4,71.7,HIIT,45,515,9025,137,67,8.1,2.8,2506,4,Beginner,2025-12-03,46-55,22.031602597824005,Normal Weight,More than 8 hours,1,45.34,Moderate,14,2025,12,December,3,Wednesday,False,2025-12
R0349,U026,User_026,29,Female,Islamabad,174.0,63.6,Weight Training,63,409,8313,138,74,8.4,4.0,2436,3,Beginner,2025-10-25,26-35,21.00673801030519,Normal Weight,More than 8 hours,1,42.69,Moderate,46,2025,10,October,25,Saturday,True,2025-10
R0057,U061,User_061,25,Male,Islamabad,150.8,59.6,Running,56,614,7250,148,66,6.0,3.2,2499,5,Advanced,2026-06-29,18-25,26.208585158553145,Overweight,Less than 6 hours,3,46.95,Moderate,22,2026,6,June,29,Monday,False,2026-06
R0372,U076,User_076,38,Female,Lahore,177.3,94.1,Weight Training,82,557,12683,147,76,6.7,3.9,2650,3,Intermediate,2025-12-13,36-45,29.93450990908625,Overweight,6-8 hours,2,56.06,Good,7,2025,12,December,13,Saturday,True,2025-12
R0348,U036,User_036,34,Female,Faisalabad,179.2,88.5,Walking,20,104,8043,118,54,8.4,2.4,2234,5,Advanced,2025-10-08,26-35,27.559241470025515,Overweight,More than 8 hours,3,31.12,Moderate,89,2025,10,October,8,Wednesday,False,2025-10
R0479,U066,User_066,48,Male,Faisalabad,168.0,75.7,Weight Training,69,477,13938,148,68,7.0,2.4,2543,5,Advanced,2025-10-11,46-55,26.82114512471656,Overweight,6-8 hours,3,60.48,Good,78,2025,10,October,11,Saturday,True,2025-10
R0249,U034,User_034,33,Female,Quetta,195.0,69.0,Cardio,73,741,11885,142,75,7.0,3.2,2302,3,Beginner,2025-08-08,26-35,18.14595660749507,Underweight,6-8 hours,1,57.67,Good,56,2025,8,August,8,Friday,False,2025-08
R0026,U017,User_017,26,Male,Faisalabad,170.9,63.2,Walking,53,225,9781,134,75,6.9,3.2,2357,2,Beginner,2026-03-09,26-35,21.638789035844724,Normal Weight,6-8 hours,1,32.55,Moderate,13,2026,3,March,9,Monday,False,2026-03
R0452,U063,User_063,43,Female,Peshawar,163.0,78.2,HIIT,66,775,8962,118,66,9.3,2.6,2887,6,Professional,2026-05-27,36-45,29.43279762128797,Overweight,More than 8 hours,4,65.39,Good,54,2026,5,May,27,Wednesday,False,2026-05
R0043,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Walking,48,258,8103,123,69,7.8,3.2,2293,3,Beginner,2026-05-30,36-45,30.84125039355768,Obese,6-8 hours,1,33.98,Moderate,9,2026,5,May,30,Saturday,True,2026-05
R0474,U019,User_019,30,Male,Rawalpindi,170.6,77.4,Walking,62,280,11158,138,69,6.7,2.7,2621,4,Intermediate,2025-09-27,26-35,26.593953620694634,Overweight,6-8 hours,2,44.9,Moderate,20,2025,9,September,27,Saturday,True,2025-09
R0262,U014,User_014,40,Male,Quetta,155.4,62.7,Swimming,48,514,10159,121,68,8.7,2.7,2225,4,Intermediate,2026-04-25,36-45,25.963636002246037,Overweight,More than 8 hours,2,49.11,Moderate,36,2026,4,April,25,Saturday,True,2026-04
R0173,U036,User_036,34,Female,Faisalabad,179.2,88.5,Walking,15,80,9676,108,67,7.5,2.3,2756,2,Beginner,2026-06-03,26-35,27.559241470025515,Overweight,6-8 hours,1,20.84,Low,89,2026,6,June,3,Wednesday,False,2026-06
R0291,U017,User_017,26,Male,Faisalabad,170.9,63.2,Walking,30,144,9111,119,62,5.6,2.5,2275,6,Advanced,2025-08-13,26-35,21.638789035844724,Normal Weight,Less than 6 hours,3,35.06,Moderate,13,2025,8,August,13,Wednesday,False,2025-08
R0127,U044,User_044,42,Female,Faisalabad,169.7,70.0,Cardio,38,405,11052,98,70,7.5,2.5,2515,2,Beginner,2025-10-13,36-45,24.307167593406373,Normal Weight,6-8 hours,1,36.98,Moderate,50,2025,10,October,13,Monday,False,2025-10
R0343,U045,User_045,43,Male,Gujranwala,189.8,73.5,Yoga,41,145,7945,115,66,8.2,2.5,2659,4,Intermediate,2026-04-11,36-45,20.403041968640938,Normal Weight,More than 8 hours,2,33.2,Moderate,21,2026,4,April,11,Saturday,True,2026-04
R0032,U034,User_034,33,Female,Quetta,195.0,69.0,Weight Training,64,498,9153,137,70,6.7,3.5,2539,3,Intermediate,2025-08-12,26-35,18.14595660749507,Underweight,6-8 hours,2,43.87,Moderate,56,2025,8,August,12,Tuesday,False,2025-08
R0114,U018,User_018,30,Male,Sialkot,157.8,84.7,Yoga,71,270,11447,155,62,6.9,3.1,1894,6,Intermediate,2026-07-02,26-35,34.0149167658601,Obese,6-8 hours,2,54.28,Good,3,2026,7,July,2,Thursday,False,2026-07
R0230,U063,User_063,43,Female,Peshawar,163.0,78.2,Cycling,53,552,8612,122,79,7.1,3.6,2529,2,Beginner,2026-03-10,36-45,29.43279762128797,Overweight,6-8 hours,1,39.03,Moderate,54,2026,3,March,10,Tuesday,False,2026-03
R0228,U084,User_084,41,Male,Karachi,176.0,59.6,Walking,46,206,8988,137,69,6.0,3.4,2145,3,Intermediate,2025-10-20,36-45,19.240702479338843,Normal Weight,Less than 6 hours,2,30.8,Moderate,60,2025,10,October,20,Monday,False,2025-10
R0430,U024,User_024,31,Male,Faisalabad,158.7,81.4,Yoga,54,177,9533,143,82,7.0,2.8,2639,2,Beginner,2025-10-31,26-35,32.319940410606186,Obese,6-8 hours,1,31.27,Moderate,81,2025,10,October,31,Friday,False,2025-10
R0058,U051,User_051,23,Female,Sialkot,169.6,89.4,Cycling,72,657,11653,135,67,7.1,4.0,2292,5,Professional,2025-10-31,18-25,31.08034442862229,Obese,6-8 hours,4,61.71,Good,45,2025,10,October,31,Friday,False,2025-10
R0382,U029,User_029,32,Female,Islamabad,156.6,71.7,Yoga,50,159,11936,138,74,8.1,2.8,2499,3,Beginner,2025-12-18,26-35,29.237190685202318,Overweight,More than 8 hours,1,39.49,Moderate,55,2025,12,December,18,Thursday,False,2025-12
R0025,U056,User_056,35,Female,Multan,170.9,58.5,HIIT,41,514,7248,137,71,7.5,3.2,2310,5,Advanced,2026-04-06,26-35,20.029575294255004,Normal Weight,6-8 hours,3,43.44,Moderate,91,2026,4,April,6,Monday,False,2026-04
R0018,U030,User_030,38,Male,Faisalabad,160.6,73.8,Weight Training,56,423,8306,126,72,6.8,2.2,2937,2,Intermediate,2026-07-06,36-45,28.613124196467485,Overweight,6-8 hours,2,35.39,Moderate,52,2026,7,July,6,Monday,False,2026-07
R0266,U085,User_085,23,Male,Multan,160.7,79.8,Yoga,54,170,6161,129,82,8.1,2.8,2578,1,Beginner,2026-04-10,18-25,30.900900656702223,Obese,More than 8 hours,1,23.4,Low,92,2026,4,April,10,Friday,False,2026-04
R0067,U021,User_021,37,Female,Lahore,161.0,85.5,HIIT,32,339,8790,121,68,4.4,1.9,2519,5,Advanced,2026-06-20,36-45,32.98483854789553,Obese,Less than 6 hours,3,34.53,Moderate,34,2026,6,June,20,Saturday,True,2026-06
R0315,U057,User_057,22,Male,Lahore,169.4,73.1,Walking,50,255,7393,117,66,6.8,3.0,2377,7,Intermediate,2026-08-13,18-25,25.473614075095238,Overweight,6-8 hours,2,44.71,Moderate,4,2026,8,August,13,Thursday,False,2026-08
R0468,U049,User_049,40,Male,Lahore,164.8,56.9,HIIT,41,403,7378,112,73,7.5,3.2,2176,2,Beginner,2026-06-19,36-45,20.950666886605706,Normal Weight,6-8 hours,1,30.86,Moderate,53,2026,6,June,19,Friday,False,2026-06
R0095,U052,User_052,28,Female,Islamabad,159.3,83.9,Swimming,56,538,7445,145,77,8.7,3.3,2242,3,Beginner,2026-07-01,26-35,33.062098028529554,Obese,More than 8 hours,1,43.25,Moderate,33,2026,7,July,1,Wednesday,False,2026-07
R0457,U096,User_096,25,Male,Faisalabad,156.1,79.5,Weight Training,68,470,9053,157,77,6.4,4.1,2463,3,Beginner,2026-02-24,18-25,32.62581149011315,Obese,6-8 hours,1,43.41,Moderate,69,2026,2,February,24,Tuesday,False,2026-02
R0355,U074,User_074,37,Female,Islamabad,172.6,68.8,Weight Training,58,399,9057,130,68,7.1,3.3,2910,4,Advanced,2026-05-07,36-45,23.094409138941067,Normal Weight,6-8 hours,3,43.8,Moderate,37,2026,5,May,7,Thursday,False,2026-05
R0024,U010,User_010,28,Female,Quetta,175.4,45.0,Swimming,26,285,9248,112,69,9.1,1.7,2125,3,Intermediate,2026-03-31,26-35,14.62693514351949,Underweight,More than 8 hours,2,33.84,Moderate,15,2026,3,March,31,Tuesday,False,2026-03
R0250,U076,User_076,38,Female,Lahore,177.3,94.1,Walking,37,176,13716,126,69,7.7,1.7,2614,4,Beginner,2025-09-20,36-45,29.93450990908625,Overweight,6-8 hours,1,42.84,Moderate,7,2025,9,September,20,Saturday,True,2025-09
R0273,U004,User_004,18,Female,Sialkot,193.5,66.2,HIIT,45,468,9619,124,77,8.6,3.3,2226,5,Beginner,2026-04-30,18-25,17.680561397886077,Underweight,More than 8 hours,1,49.41,Moderate,40,2026,4,April,30,Thursday,False,2026-04
R0502,U007,User_007,50,Male,Multan,159.4,95.8,Cardio,50,391,4608,142,77,8.0,2.5,2329,3,Beginner,2026-07-07,46-55,37.704125728697164,Obese,6-8 hours,1,31.72,Moderate,18,2026,7,July,7,Tuesday,False,2026-07
R0117,U015,User_015,35,Male,Gujranwala,165.0,68.9,Yoga,43,173,9846,129,65,6.7,2.5,2091,3,Intermediate,2025-10-16,26-35,25.30762167125804,Overweight,6-8 hours,2,32.02,Moderate,27,2025,10,October,16,Thursday,False,2025-10
R0046,U004,User_004,18,Female,Sialkot,193.5,66.2,Yoga,36,121,10227,120,71,6.4,3.2,2127,2,Beginner,2026-02-09,18-25,17.680561397886077,Underweight,6-8 hours,1,25.93,Moderate,40,2026,2,February,9,Monday,False,2026-02
R0500,U032,User_032,36,Male,Karachi,173.6,63.1,Cycling,67,581,10682,122,61,8.2,4.4,2097,6,Professional,2025-08-17,36-45,20.93774554566884,Normal Weight,More than 8 hours,4,62.01,Good,26,2025,8,August,17,Sunday,True,2025-08
R0395,U087,User_087,47,Female,Islamabad,145.0,70.4,Cardio,47,389,6914,132,70,6.9,2.8,2562,2,Beginner,2026-06-30,46-55,33.48394768133175,Obese,6-8 hours,1,30.04,Moderate,70,2026,6,June,30,Tuesday,False,2026-06
R0017,U079,User_079,37,Male,Karachi,155.3,71.7,Cardio,53,511,8437,126,71,6.5,3.1,2423,2,Beginner,2026-07-23,36-45,29.72872229931972,Overweight,6-8 hours,1,36.66,Moderate,16,2026,7,July,23,Thursday,False,2026-07
R0490,U003,User_003,35,Female,Peshawar,166.6,73.0,Yoga,87,252,10346,158,65,6.9,4.2,2085,7,Advanced,2025-10-01,26-35,26.301036621131047,Overweight,6-8 hours,3,58.85,Good,28,2025,10,October,1,Wednesday,False,2025-10
R0376,U037,User_037,35,Male,Peshawar,177.6,84.4,Walking,40,211,9557,111,61,6.0,2.3,2487,5,Advanced,2026-08-08,26-35,26.758177096014936,Overweight,Less than 6 hours,3,37.24,Moderate,8,2026,8,August,8,Saturday,True,2026-08
R0004,U050,User_050,58,Male,Karachi,178.8,53.8,Cardio,53,398,7979,137,72,5.3,2.8,2297,2,Beginner,2025-08-31,56+,16.828571285577723,Underweight,Less than 6 hours,1,30.93,Moderate,71,2025,8,August,31,Sunday,True,2025-08
R0489,U055,User_055,18,Female,Peshawar,162.4,71.8,Weight Training,84,527,12646,161,65,5.7,3.7,2245,5,Intermediate,2026-07-25,18-25,27.224028731587758,Overweight,Less than 6 hours,2,60.68,Good,43,2026,7,July,25,Saturday,True,2026-07
R0449,U020,User_020,18,Male,Multan,172.5,61.6,Cycling,48,425,7209,124,76,8.6,3.5,2233,4,Intermediate,2025-09-16,18-25,20.70153329132535,Normal Weight,More than 8 hours,2,41.25,Moderate,5,2025,9,September,16,Tuesday,False,2025-09
R0061,U005,User_005,32,Male,Gujranwala,174.6,73.7,Cycling,70,658,10248,146,63,5.7,3.3,2909,5,Advanced,2025-12-14,26-35,24.175697290091314,Normal Weight,Less than 6 hours,3,56.33,Good,59,2025,12,December,14,Sunday,True,2025-12
R0111,U007,User_007,50,Male,Multan,159.4,95.8,Weight Training,65,433,11329,145,67,7.2,3.8,2596,6,Advanced,2025-11-03,46-55,37.704125728697164,Obese,6-8 hours,3,57.3,Good,18,2025,11,November,3,Monday,False,2025-11
R0335,U015,User_015,35,Male,Gujranwala,165.0,68.9,Cardio,60,497,9510,123,72,7.6,3.5,2325,3,Beginner,2026-02-23,26-35,25.30762167125804,Overweight,6-8 hours,1,45.09,Moderate,27,2026,2,February,23,Monday,False,2026-02
R0275,U042,User_042,21,Male,Karachi,166.9,67.3,Cardio,22,183,6576,112,65,8.1,2.8,2318,6,Professional,2026-05-20,18-25,24.160303795178063,Normal Weight,More than 8 hours,4,33.72,Moderate,66,2026,5,May,20,Wednesday,False,2026-05
R0030,U088,User_088,25,Female,Karachi,159.8,78.0,HIIT,49,381,7483,132,70,7.3,2.8,2126,5,Intermediate,2026-08-02,18-25,30.54506493567522,Obese,6-8 hours,2,42.02,Moderate,77,2026,8,August,2,Sunday,True,2026-08
R0366,U062,User_062,30,Male,Faisalabad,170.7,67.2,Cycling,71,628,12205,136,59,16.0,4.1,2291,5,Advanced,2026-05-01,26-35,23.062279479822056,Normal Weight,More than 8 hours,3,76.72,Excellent,47,2026,5,May,1,Friday,False,2026-05
R0186,U062,User_062,30,Male,Faisalabad,170.7,67.2,Running,29,276,10640,137,72,7.2,2.6,2185,5,Advanced,2025-12-28,26-35,23.062279479822056,Normal Weight,6-8 hours,3,40.35,Moderate,47,2025,12,December,28,Sunday,True,2025-12
R0027,U074,User_074,37,Female,Islamabad,172.6,68.8,HIIT,44,459,9746,130,68,6.6,3.0,2276,4,Intermediate,2025-08-21,36-45,23.094409138941067,Normal Weight,6-8 hours,2,42.49,Moderate,37,2025,8,August,21,Thursday,False,2025-08
R0008,U079,User_079,37,Male,Karachi,155.3,71.7,Swimming,40,444,8788,113,73,7.9,3.4,2861,3,Beginner,2026-02-18,36-45,29.72872229931972,Overweight,6-8 hours,1,38.27,Moderate,16,2026,2,February,18,Wednesday,False,2026-02
R0182,U079,User_079,37,Male,Karachi,155.3,71.7,Yoga,74,243,13478,154,72,7.2,4.3,2776,4,Beginner,2026-06-20,36-45,29.72872229931972,Overweight,6-8 hours,1,51.86,Good,16,2026,6,June,20,Saturday,True,2026-06
R0478,U047,User_047,49,Male,Multan,175.2,59.7,Walking,45,237,9927,133,71,6.1,2.5,2213,3,Beginner,2026-05-07,46-55,19.449396384562462,Normal Weight,6-8 hours,1,33.25,Moderate,39,2026,5,May,7,Thursday,False,2026-05
R0109,U059,User_059,24,Male,Faisalabad,188.3,86.6,HIIT,23,258,6992,135,71,5.2,2.4,2184,4,Intermediate,2025-11-05,18-25,24.42402590864568,Normal Weight,Less than 6 hours,2,25.08,Moderate,85,2025,11,November,5,Wednesday,False,2025-11
R0038,U075,User_075,37,Female,Rawalpindi,157.7,76.7,Yoga,57,203,10293,141,76,6.1,2.8,2158,6,Advanced,2025-08-26,36-45,30.84125039355768,Obese,6-8 hours,3,45.85,Moderate,9,2025,8,August,26,Tuesday,False,2025-08
R0158,U070,User_070,43,Female,Lahore,166.0,75.5,Walking,50,256,10817,129,70,6.9,3.0,2428,1,Beginner,2026-06-06,36-45,27.398751633038177,Overweight,6-8 hours,1,31.21,Moderate,98,2026,6,June,6,Saturday,True,2026-06
R0494,U083,User_083,21,Male,Gujranwala,173.0,76.8,Walking,32,179,9976,125,66,6.0,2.4,2777,7,Professional,2026-07-31,18-25,25.6607303952688,Overweight,Less than 6 hours,4,42.01,Moderate,32,2026,7,July,31,Friday,False,2026-07
R0119,U089,User_089,45,Female,Lahore,166.7,82.4,Cardio,52,394,7289,135,78,6.9,2.6,2508,2,Beginner,2026-08-07,36-45,29.652137958730997,Overweight,6-8 hours,1,32.02,Moderate,61,2026,8,August,7,Friday,False,2026-08
R0115,U038,User_038,61,Male,Quetta,174.9,84.2,Weight Training,61,381,7542,119,62,5.6,3.2,2343,3,Intermediate,2025-10-07,56+,27.525326078677317,Overweight,Less than 6 hours,2,35.39,Moderate,80,2025,10,October,7,Tuesday,False,2025-10
R0272,U062,User_062,30,Male,Faisalabad,170.7,67.2,Running,46,524,9275,128,72,6.4,2.8,2495,4,Intermediate,2026-06-22,26-35,23.062279479822056,Normal Weight,6-8 hours,2,43.4,Moderate,47,2026,6,June,22,Monday,False,2026-06
R0176,U006,User_006,38,Male,Quetta,161.3,81.9,Weight Training,64,476,9110,119,73,7.3,3.7,2086,3,Intermediate,2026-04-15,36-45,31.47858245678228,Obese,6-8 hours,2,44.25,Moderate,76,2026,4,April,15,Wednesday,False,2026-04
R0209,U064,User_064,20,Male,Faisalabad,176.7,63.5,Cardio,48,437,7277,135,73,7.4,2.9,2505,6,Advanced,2025-09-17,18-25,20.33764331232631,Normal Weight,6-8 hours,3,46.33,Moderate,64,2025,9,September,17,Wednesday,False,2025-09
R0204,U012,User_012,38,Female,Rawalpindi,168.3,80.8,HIIT,36,351,5477,130,67,5.4,2.4,2611,3,Beginner,2026-02-03,36-45,28.52614785088309,Overweight,Less than 6 hours,1,24.68,Low,93,2026,2,February,3,Tuesday,False,2026-02
R0145,U006,User_006,38,Male,Quetta,161.3,81.9,Walking,25,137,10006,120,77,6.9,2.0,2480,2,Beginner,2026-07-12,36-45,31.47858245678228,Obese,6-8 hours,1,24.22,Low,76,2026,7,July,12,Sunday,True,2026-07
R0195,U044,User_044,42,Female,Faisalabad,169.7,70.0,Cardio,48,401,10710,123,71,6.1,3.4,2168,3,Beginner,2026-06-14,36-45,24.307167593406373,Normal Weight,6-8 hours,1,39.55,Moderate,50,2026,6,June,14,Sunday,True,2026-06
R0389,U001,User_001,35,Male,Multan,169.1,75.0,Weight Training,51,326,9787,141,72,6.7,2.9,2652,2,Intermediate,2026-05-31,26-35,26.22853587766452,Overweight,6-8 hours,2,34.32,Moderate,42,2026,5,May,31,Sunday,True,2026-05
R0401,U040,User_040,37,Male,Multan,175.8,72.3,Swimming,64,615,10073,132,63,5.4,3.0,2653,6,Advanced,2026-07-22,36-45,23.393788318248706,Normal Weight,Less than 6 hours,3,56.35,Good,49,2026,7,July,22,Wednesday,False,2026-07
R0424,U091,User_091,43,Male,Faisalabad,183.7,75.4,Weight Training,62,370,9079,131,69,8.0,3.4,2235,4,Intermediate,2025-08-13,36-45,22.343594100461427,Normal Weight,6-8 hours,2,45.54,Moderate,35,2025,8,August,13,Wednesday,False,2025-08
R0498,U055,User_055,18,Female,Peshawar,162.4,71.8,Weight Training,45,276,6458,129,72,6.7,2.8,2274,3,Beginner,2026-04-17,18-25,27.224028731587758,Overweight,6-8 hours,1,28.86,Moderate,43,2026,4,April,17,Friday,False,2026-04
R0403,U021,User_021,37,Female,Lahore,161.0,85.5,Cardio,68,578,12218,151,66,7.5,2.7,2126,6,Advanced,2026-06-26,36-45,32.98483854789553,Obese,6-8 hours,3,63.82,Good,34,2026,6,June,26,Friday,False,2026-06
R0470,U093,User_093,31,Female,Lahore,165.0,73.5,Cardio,53,441,10846,131,64,6.7,3.1,2224,3,Intermediate,2026-04-09,26-35,26.997245179063363,Overweight,6-8 hours,2,42.99,Moderate,63,2026,4,April,9,Thursday,False,2026-04
R0142,U083,User_083,21,Male,Gujranwala,173.0,76.8,Weight Training,53,380,10379,135,68,6.4,3.2,2501,4,Beginner,2026-06-09,18-25,25.6607303952688,Overweight,6-8 hours,1,43.41,Moderate,32,2026,6,June,9,Tuesday,False,2026-06
R0385,U041,User_041,34,Male,Lahore,162.0,82.2,Yoga,59,209,9412,151,70,7.5,3.3,2125,5,Intermediate,2026-02-27,26-35,31.32144490169181,Obese,6-8 hours,2,43.87,Moderate,6,2026,2,February,27,Friday,False,2026-02
R0068,U070,User_070,43,Female,Lahore,166.0,75.5,Walking,36,183,3382,114,69,6.5,3.0,2474,5,Intermediate,2026-01-27,36-45,27.398751633038177,Overweight,6-8 hours,2,25.07,Moderate,98,2026,1,January,27,Tuesday,False,2026-01
R0504,U008,User_008,28,Female,Quetta,173.3,53.4,Swimming,55,570,9319,131,72,7.8,3.6,2524,4,Intermediate,2026-03-06,26-35,17.780506637889324,Underweight,6-8 hours,2,49.1,Moderate,67,2026,3,March,6,Friday,False,2026-03
R0169,U009,User_009,25,Female,Faisalabad,167.0,104.0,Running,72,850,9231,152,59,5.7,3.7,2886,5,Beginner,2026-03-06,18-25,37.29068808490803,Obese,Less than 6 hours,1,59.8,Good,68,2026,3,March,6,Friday,False,2026-03
